County,Year,Lag_Ae.sierrensis,Lag_Ae.albopictus,Lag_Ae.aegypti,Lag_Ae.vexans,Lag_An.freeborni,Lag_Cs.incidencs,Lag_Cs.inornata,Lag_Cx.quinquefasciatus,Lag_Cx.tarsalis,Region,TotalPositive,TotalTested,PerPos
Riverside,2019,1,NA,3.165873555,9.165354331,2.2,3.700665188,4.57218543,10.05366277,63.24166892,SoCal,40,20790,0.192400192
Riverside,2020,2,NA,3.782745098,18.23513514,3,4.81270183,5.710045662,14.01742372,98.87300797,SoCal,43,27638,0.155582893
Riverside,2021,1,NA,3.509492274,13.29777778,1,6.180285344,5.42384106,12.41820475,133.7116385,SoCal,18,7940,0.226700252
Sacramento,2012,3.504761905,NA,NA,13.46835443,5.078692494,6.415322581,2.128205128,NA,17.34673367,NorCal,233,29242,0.796799125
Sacramento,2013,2.472,NA,NA,20.78947368,8.677484787,8.253004005,1.933333333,NA,20.03582853,NorCal,234,30349,0.771030347
Sacramento,2014,2.939393939,NA,NA,24.62222222,11.04494382,8.375210793,4.72,NA,33.38592751,NorCal,263,31650,0.830963665
Sacramento,2015,4.248175182,NA,NA,18.67010309,7.956175299,11.0088,2.363636364,NA,26.54226268,NorCal,248,35222,0.704105389
Sacramento,2016,3.85106383,NA,NA,5.12195122,9.373173971,12.73735581,1.681818182,NA,34.79877634,NorCal,234,37713,0.620475698
Sacramento,2017,4.038095238,NA,NA,11.0620155,4.549248748,12.88472834,2.206896552,NA,23.46326754,NorCal,304,44013,0.690705019
Sacramento,2018,7.259036145,NA,NA,12.25675676,4.137704918,12.35044825,1.592592593,NA,22.828125,NorCal,271,45984,0.589335421
Sacramento,2019,2.614678899,NA,NA,4.206349206,6.797814208,11.31139241,1.636363636,NA,21.99755202,NorCal,288,58210,0.49476035
Sacramento,2021,2.042553191,NA,NA,9.821428571,10.47800587,8.180147059,1.25,NA,22.2062982,NorCal,59,19635,0.30048383
SanBenito,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,SoCal,3,441,0.680272109
SanBenito,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,SoCal,1,202,0.495049505
SanBenito,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,SoCal,1,259,0.386100386
SanBenito,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,SoCal,0,104,0
SanBenito,2016,NA,NA,NA,NA,1,3.555555556,1.2,NA,3.046511628,SoCal,0,238,0
SanBenito,2017,2.666666667,NA,NA,NA,1.5,3.428571429,1.466666667,NA,3.411290323,SoCal,2,315,0.634920635
SanBenito,2018,1,NA,NA,NA,1.721311475,5.293478261,2.150943396,NA,4.163865546,SoCal,0,408,0
SanBenito,2019,2,NA,NA,NA,3.302631579,2.980519481,1.720930233,NA,4.51396648,SoCal,0,500,0
SanBenito,2020,2,NA,NA,NA,1.553191489,4.125603865,1.538461538,NA,4.100917431,SoCal,0,634,0
SanBenito,2021,2,NA,NA,NA,1.538461538,4.048,1.272727273,NA,5.77027027,SoCal,1,151,0.662251656
SanBernardino,2012,2.625,NA,NA,5.6,2.090909091,4.069587629,2.648351648,17.21057835,13.73386384,SoCal,23,5779,0.397992732
SanBernardino,2013,9.5,NA,NA,20.56,NA,2.395104895,3.342857143,9.971857411,18.73556231,SoCal,35,6234,0.561437279
SanBernardino,2014,1.25,NA,NA,56.3,NA,3.182634731,3.122807018,17.62592344,28.12219451,SoCal,46,6989,0.658177135
SanBernardino,2015,1.5,NA,NA,184.9166667,NA,6.43359375,5.53125,18.48102246,36.16120219,SoCal,36,8732,0.412276683
SanBernardino,2016,7,NA,1.3,2.181818182,NA,5.192307692,3.402777778,24.80806142,13.96287129,SoCal,39,9238,0.422169301
SanBernardino,2017,1,NA,1,73.54545455,4,3.934911243,3.901639344,23.02351558,30.78,SoCal,49,9589,0.51100219
SanBernardino,2018,5,2.44,3.923076923,175.7272727,NA,4.858280255,3.283505155,21.00661667,16.58280657,SoCal,65,11159,0.58248947
SanBernardino,2019,7.333333333,2.8125,2.939490446,26.44444444,3,3.595862069,3.276595745,14.78053097,14.18057456,SoCal,59,17128,0.344465203
SanBernardino,2020,1.909090909,2.166666667,4.337159254,8.857142857,NA,4.913711584,3.088607595,20.58151052,18.31262136,SoCal,63,24723,0.254823444
SanBernardino,2021,2.411764706,2.214285714,5.262472885,5.9,NA,3.783821478,2.84137931,21.38903743,13.53348468,SoCal,17,6865,0.247632921
SanDiego,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,SoCal,107,42449,0.252067187
SanDiego,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,SoCal,169,46104,0.366562554
SanDiego,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,SoCal,203,46694,0.434745363
SanDiego,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,SoCal,201,53234,0.377578239
SanDiego,2016,1,NA,4.338129496,NA,NA,2.843283582,3.623529412,4.663230241,5.002320186,SoCal,221,54798,0.40329939
SanDiego,2017,1.333333333,2.5,2.095238095,NA,NA,3.844036697,2.5,9.539735099,26.0218254,SoCal,198,57550,0.344048653
SanDiego,2018,1.5,NA,6.760655738,NA,NA,2.913857678,2.625,12.09393939,8.005535055,SoCal,210,61026,0.344115623
SanDiego,2019,1,NA,3.727496917,NA,NA,2.06,1.56626506,6.684979138,4.299352751,SoCal,192,73774,0.26025429
SanDiego,2020,1.25,1,2.718894009,NA,NA,2.57730812,2.06372549,6.611577181,7.270078181,SoCal,248,98456,0.251889169
SanDiego,2021,1.086956522,NA,2.595744681,1,NA,2.815656566,2.666666667,10.25273632,7.585651537,SoCal,76,26813,0.283444598
SanFrancisco,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,Central,36,13334,0.269986501
SanFrancisco,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,Central,47,14831,0.316903783
SanFrancisco,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,Central,52,15229,0.341453805
SanFrancisco,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,Central,51,16228,0.314271629
SanFrancisco,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,Central,85,14870,0.571620713
SanFrancisco,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,Central,48,14605,0.32865457
SanFrancisco,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,Central,43,17560,0.244874715
SanJoaquin,2012,2.777777778,NA,NA,35.17518248,1.549450549,8.826568266,4.35952381,6.661016949,12.54043768,Central,48,5219,0.919716421
SanJoaquin,2013,1.75,NA,NA,15.93055556,2.06122449,5.059405941,3.353211009,5.185185185,12.94674556,Central,53,6823,0.776784406
SanJoaquin,2014,2.055555556,NA,NA,58.09195402,2.221052632,5.331050228,5.467980296,14.93617021,19.71566265,Central,64,7410,0.863697706
SanJoaquin,2015,1.444444444,NA,NA,54.83783784,1.489795918,5.162025316,3.859296482,38.75409836,40.94129834,Central,60,9051,0.662910176
SanJoaquin,2016,3,NA,NA,5.657894737,1.575757576,9.316636852,3.650485437,9.042253521,27.43862928,Central,67,9387,0.713753063
SanJoaquin,2017,2.92,NA,NA,35.87755102,1.640625,7.178431373,5.069767442,2.6,28.38757207,Central,84,9331,0.900225056
SanJoaquin,2018,2.321428571,NA,NA,10.31818182,2.747826087,10.62087912,9.166666667,15.61797753,58.26694411,Central,63,9161,0.68769785
SanJoaquin,2019,1.444444444,NA,NA,48.84756098,1.955223881,8.438979964,4.252136752,20.14778325,51.15244596,Central,85,11502,0.739001913
SanJoaquin,2020,1.685714286,NA,8.823529412,46.98324022,2.117283951,11.34639498,4.892241379,8,34.65532145,Central,118,13212,0.89312746
SanJoaquin,2021,1.857142857,NA,NA,26.66242038,2.196078431,5.624,3.028571429,8.518656716,49.81592689,Central,27,3314,0.814725407
SanLuisObispo,2012,1,NA,NA,NA,NA,NA,NA,NA,NA,SoCal,27,3692,0.731310943
SanLuisObispo,2013,1,NA,NA,NA,NA,NA,NA,NA,NA,SoCal,24,4225,0.568047337
SanLuisObispo,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,SoCal,14,4167,0.335973122
SanLuisObispo,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,SoCal,6,5102,0.117600941
SanLuisObispo,2016,1,NA,NA,NA,NA,NA,NA,NA,NA,SoCal,25,6138,0.407298794
SanLuisObispo,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,SoCal,25,5796,0.431331953
SanLuisObispo,2018,1,NA,NA,NA,NA,NA,NA,NA,NA,SoCal,29,5801,0.499913808
SanLuisObispo,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,SoCal,16,7589,0.210831467
SanLuisObispo,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,SoCal,24,9818,0.244448971
SanLuisObispo,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,SoCal,12,2818,0.425833925
SanMateo,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,Central,31,11986,0.258635074
SanMateo,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,Central,41,11985,0.342094285
SanMateo,2014,2.4,NA,NA,NA,NA,7.352941176,1.851851852,NA,4.27480916,Central,44,12784,0.344180225
SanMateo,2015,2.818181818,NA,1.333333333,NA,NA,6.738738739,2.653846154,NA,2.901709402,Central,41,13762,0.297921814
SanMateo,2016,2,NA,NA,NA,NA,6.034013605,2.243243243,NA,6.372093023,Central,43,15170,0.283454186
SanMateo,2017,2.5,NA,NA,NA,NA,3.442708333,1.28,NA,2.811827957,Central,54,15975,0.338028169
SanMateo,2018,2.477272727,NA,NA,NA,NA,3.294930876,2.482758621,NA,5.089041096,Central,50,16494,0.303140536
SanMateo,2019,2.551724138,NA,NA,NA,NA,3.552486188,1.076923077,NA,2.341040462,Central,48,19776,0.242718447
SanMateo,2020,4.295454545,NA,NA,NA,NA,3.909734513,1.333333333,NA,5.136597938,Central,52,24578,0.211571324
SanMateo,2021,2.524590164,NA,NA,NA,NA,3.385454545,1.148148148,NA,2.394190871,Central,20,7085,0.282286521
SantaBarbara,2012,3.285714286,NA,NA,NA,NA,13.97959184,5.142857143,41.42857143,86.9787234,SoCal,5,3506,0.142612664
SantaBarbara,2013,2,NA,NA,NA,NA,17.225,2.25,13.73170732,16.44117647,SoCal,4,4052,0.098716683
SantaBarbara,2015,1.833333333,NA,NA,NA,NA,14.08333333,3,17.59090909,153.1538462,SoCal,19,4269,0.445069103
SantaBarbara,2016,2,NA,NA,NA,NA,19.25,9.285714286,22.54761905,35.14634146,SoCal,18,4075,0.441717791
SantaBarbara,2017,3,NA,NA,NA,NA,12.9047619,12.41666667,21.75675676,30.525,SoCal,19,4744,0.400505902
SantaBarbara,2019,2,NA,NA,NA,NA,16.0952381,1.5,18.375,3.3,SoCal,12,7357,0.163109963
SantaBarbara,2020,NA,NA,NA,NA,NA,13.64285714,4.111111111,12.03448276,87.5,SoCal,16,7780,0.205655527
SantaBarbara,2021,NA,NA,NA,NA,NA,4.45,1.5,7.441176471,3.037037037,SoCal,6,2055,0.291970803
SantaClara,2012,NA,NA,NA,NA,NA,1.837320574,1.862068966,NA,3.949874687,Central,117,33808,0.346071936
SantaClara,2013,NA,NA,NA,NA,NA,2.360902256,2,NA,4.321070234,Central,118,35945,0.328279316
SantaClara,2014,1,NA,NA,NA,NA,2.154761905,1.266666667,NA,6.921259843,Central,178,37716,0.471948245
SantaClara,2015,1,NA,NA,NA,NA,1.996815287,1.185185185,NA,2.434343434,Central,165,40250,0.409937888
SantaClara,2016,1.416666667,NA,NA,NA,1,2.038543897,1.679104478,NA,5.962486602,Central,120,41028,0.292483182
SantaClara,2017,5,NA,NA,NA,2,1.915151515,3.97826087,NA,3.111731844,Central,144,42554,0.338393571
SantaClara,2018,NA,NA,NA,NA,2.5,1.967741935,1.333333333,NA,4.085201794,Central,127,42929,0.295837313
SantaClara,2019,1,NA,NA,NA,1.5,2.577464789,2.75,NA,4,Central,114,50031,0.227858728
SantaClara,2020,2.5,NA,NA,NA,1,2.7125,1.625,NA,6.652941176,Central,146,58755,0.24848949
SantaClara,2021,1.678571429,NA,NA,NA,2.25,2.610800745,2.121212121,NA,13.94361335,Central,25,15347,0.162898286
SantaCruz,2012,3.696969697,NA,NA,NA,1.25,4,1.25,NA,4.317073171,SoCal,41,7487,0.547615868
SantaCruz,2013,5.666666667,NA,NA,NA,3.689655172,3.741666667,1.666666667,NA,6,SoCal,50,9785,0.510986203
SantaCruz,2014,1.571428571,NA,NA,NA,3.785714286,4.0625,1.615384615,NA,4.731707317,SoCal,42,10524,0.399087799
SantaCruz,2015,3.172413793,NA,NA,NA,5.142857143,2.853932584,1.880952381,NA,32.72666667,SoCal,56,11459,0.488698839
SantaCruz,2016,2.1,NA,NA,NA,4.615384615,3.157232704,1.816326531,NA,31.87346939,SoCal,48,12217,0.392895146
SantaCruz,2017,2.848484848,NA,NA,NA,2.29787234,4.2328125,1.855670103,NA,8.021352313,SoCal,67,12277,0.545735929
SantaCruz,2018,3.013157895,NA,NA,NA,10.05882353,4.368695652,1.609375,NA,3.918205805,SoCal,68,12532,0.542610916
SantaCruz,2019,3.514705882,NA,NA,NA,1,4.89943074,3.142857143,NA,5.161490683,SoCal,57,12925,0.441005803
SantaCruz,2020,4.010526316,NA,NA,NA,NA,4.707865169,2.324324324,NA,4.186708861,SoCal,75,14615,0.513171399
SantaCruz,2021,2.631578947,NA,NA,NA,1.333333333,3.915422886,1.909090909,NA,4.445544554,SoCal,22,4305,0.511033682
Shasta,2012,4.432098765,NA,NA,9.156521739,1.873417722,4.702857143,NA,NA,4.329787234,NorCal,76,3782,2.009518773
Shasta,2013,3.058536585,NA,NA,14.72483221,2.130434783,3.890070922,NA,NA,9.727272727,NorCal,104,4340,2.396313364
Shasta,2014,2.757225434,NA,NA,16.14736842,1.823943662,3.037433155,NA,NA,8.259005146,NorCal,131,5025,2.606965174
Shasta,2015,3.245614035,NA,NA,25.68794326,2.015706806,3.039877301,NA,NA,7.686139748,NorCal,131,4565,2.86966046
Shasta,2016,3.105504587,NA,NA,4.418604651,1.484304933,4.156549521,NA,NA,10.4467354,NorCal,123,6123,2.008819206
Shasta,2017,5.26128266,NA,NA,5.898989899,2.21719457,4.320634921,NA,NA,11.26956522,NorCal,173,6721,2.574021723
Shasta,2018,5.367541766,NA,NA,2.609375,3.983606557,3.805084746,NA,NA,7.169633508,NorCal,187,7817,2.39222208
Shasta,2019,6.28685259,NA,NA,4.728395062,3.941818182,3.910931174,NA,NA,9.177812746,NorCal,174,9061,1.920317846
Shasta,2020,7.494453249,NA,NA,10.79824561,3.270967742,3.347826087,NA,NA,7.104680851,NorCal,122,7666,1.591442734
Shasta,2021,6.357352941,1,1.166666667,10.69172932,3.662650602,4.314754098,NA,NA,8.825251601,NorCal,27,2358,1.145038168
Solano,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,Central,24,4820,0.497925311
Solano,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,Central,35,5479,0.638802701
Solano,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,Central,36,6355,0.566483084
Solano,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,Central,23,6399,0.359431161
Solano,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,Central,28,6809,0.411220444
Solano,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,Central,40,8451,0.473316767
Solano,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,Central,41,9183,0.446477186
Solano,2021,9.25,NA,1,1,1.964285714,7.301724138,1.923076923,NA,43.32758621,Central,5,2891,0.172950536
Sonoma,2012,2.156862745,NA,NA,NA,1.238095238,2.165354331,2.714285714,NA,7.223502304,NorCal,175,29729,0.588650812
Sonoma,2013,1.791666667,NA,NA,NA,1.090909091,1.5703125,2.088235294,NA,2.897106109,NorCal,226,41023,0.550910465
Sonoma,2014,1.8,NA,NA,NA,1.388888889,1.666666667,2.5,NA,4.19858156,NorCal,284,48330,0.587626733
Sonoma,2015,2.294117647,NA,NA,NA,1.384615385,1.612403101,2.486486486,NA,6.942465753,NorCal,881,106581,0.826601364
Sonoma,2016,1.878787879,NA,NA,NA,1.083333333,2.192307692,3.428571429,NA,5.614318707,NorCal,173,196856,0.087881497
Sonoma,2017,2.853658537,NA,NA,NA,1.205882353,2.497142857,3.405063291,NA,8.211180124,NorCal,158,210254,0.075147203
Sonoma,2018,2.477272727,NA,NA,NA,1.148148148,2.496688742,1.563380282,NA,6.701298701,NorCal,154,220287,0.069908801
Sonoma,2019,3.450980392,NA,NA,NA,1.393939394,3.622727273,1.945454545,NA,6.61686747,NorCal,141,232352,0.06068379
Sonoma,2020,3.765625,NA,NA,NA,1.547619048,3.04964539,1.836734694,NA,8.21509434,NorCal,159,145645,0.109169556
Sonoma,2021,1.6,NA,NA,NA,NA,2.864864865,2.166666667,NA,2.266666667,NorCal,46,60812,0.075642965
Stanislaus,2012,1.3,NA,NA,40.89010989,3.118881119,2.308823529,7.055555556,NA,25.45658683,Central,9,2405,0.374220374
Stanislaus,2013,1.6,NA,NA,183.7719298,3.517241379,2.302083333,1.368421053,NA,58.52994792,Central,20,3179,0.629128657
Stanislaus,2014,1,NA,NA,110.6567164,4.304347826,2.08,2.161290323,NA,17.83684211,Central,31,4148,0.74734812
Stanislaus,2015,1.25,NA,NA,138.7586207,4.192857143,3.213740458,1.285714286,NA,15.90480132,Central,40,3454,1.158077591
Stanislaus,2016,1.666666667,NA,NA,35.80434783,6.985915493,3.677165354,1.961538462,NA,22.75097276,Central,18,4344,0.414364641
Stanislaus,2017,1.333333333,NA,NA,168.8070175,5.441176471,4.557471264,2.921875,NA,48.89757709,Central,23,4251,0.541049165
Stanislaus,2018,1.25,NA,NA,3.1,6.836363636,5.148760331,NA,NA,69.12354312,Central,20,4100,0.487804878
Stanislaus,2019,NA,NA,NA,84.67272727,5.635294118,5.700854701,3.260869565,NA,59.60702525,Central,16,5443,0.293955539
Stanislaus,2020,1,NA,1.578947368,88.17391304,16.93292683,4.240566038,2,NA,34.49513776,Central,7,4750,0.147368421
Stanislaus,2021,NA,NA,1.774509804,66.975,8.541935484,4,1.105263158,NA,33.07208481,Central,11,1617,0.680272109
Sutter,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NorCal,5,704,0.710227273
Sutter,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NorCal,14,634,2.208201893
Sutter,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NorCal,9,740,1.216216216
Sutter,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NorCal,14,833,1.680672269
Sutter,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NorCal,21,952,2.205882353
Sutter,2018,NA,NA,NA,NA,49.17857143,2.703703704,NA,NA,54.41803279,NorCal,16,1341,1.193139448
Sutter,2019,NA,NA,NA,1,22.44594595,3.176470588,NA,NA,64.34666667,NorCal,18,1786,1.007838746
Sutter,2020,1,NA,NA,34,24.82258065,2.285714286,NA,NA,42.29268293,NorCal,16,2273,0.70391553
Sutter,2021,NA,NA,1,1,31.90588235,2.461538462,NA,NA,80.45762712,NorCal,6,638,0.940438871
Tehama,2012,NA,NA,NA,NA,1.5,NA,NA,NA,6,NorCal,21,428,4.906542056
Tehama,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NorCal,17,521,3.262955854
Tehama,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NorCal,12,356,3.370786517
Tehama,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NorCal,15,437,3.432494279
Tehama,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NorCal,20,491,4.073319756
Tehama,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NorCal,20,411,4.866180049
Tehama,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NorCal,13,473,2.748414376
Tehama,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NorCal,13,508,2.559055118
Tehama,2020,NA,NA,NA,NA,NA,NA,NA,24,24,NorCal,25,618,4.045307443
Tehama,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NorCal,10,146,6.849315068
Tulare,2012,7.25,NA,NA,85.36363636,11.70833333,2.977272727,1.428571429,72.25679758,74.01156069,SoCal,15,1124,1.334519573
Tulare,2013,1.5,NA,NA,1,2.666666667,1.875,1,50.6827853,14.64705882,SoCal,17,2003,0.84872691
Tulare,2014,1,NA,NA,1.571428571,36.95454545,2.566666667,1,43.08159722,15.5,SoCal,16,2224,0.71942446
Tulare,2015,1.666666667,NA,3.269230769,43.63636364,19.36111111,1.541666667,2.1,26.46798246,47.27447217,SoCal,16,2496,0.641025641
Tulare,2016,1,NA,NA,1.75,21.95652174,1.296296296,1.25,34.80070299,44.33608247,SoCal,4,1621,0.246761258
Tulare,2017,NA,NA,1,12.9,4.85,1.575757576,1.25,37.68696417,27.73174367,SoCal,10,1566,0.638569604
Tulare,2018,1.4,NA,2.362068966,4,21.25742574,1.875862069,1.333333333,31.86270872,35.70360598,SoCal,10,1894,0.527983105
Tulare,2019,4.5,NA,3.362683438,28.03333333,10.21428571,1.475609756,1,47.50139988,17.89794648,SoCal,15,2142,0.700280112
Tulare,2020,2.166666667,NA,5.31784188,9.245901639,8.269230769,1.724137931,4.535714286,37.14898852,15.53539591,SoCal,3,1820,0.164835165
Tulare,2021,2.75,NA,5.4056978,3.588235294,13.22222222,1.214285714,1.24,37.63868705,13.06007067,SoCal,2,511,0.391389432
Ventura,2012,NA,NA,NA,NA,2.666666667,4.564102564,1.8,3.8,60.21052632,SoCal,29,6449,0.449682121
Ventura,2013,NA,NA,NA,NA,41.5,5.631578947,NA,8.133333333,77.63157895,SoCal,17,6537,0.260058131
Ventura,2014,NA,NA,NA,NA,4.7,12.20833333,5,8.384615385,118,SoCal,17,7146,0.237895326
Ventura,2015,1,NA,NA,NA,20.4,9.56,2.166666667,4.766666667,69.73913043,SoCal,38,7990,0.475594493
Ventura,2016,NA,NA,NA,NA,5.166666667,10.03571429,2.5,3.513513514,22.35294118,SoCal,19,8858,0.214495371
Ventura,2017,NA,NA,NA,NA,6,6.153846154,1.5,2.8,3,SoCal,35,10311,0.339443313
Ventura,2018,NA,NA,NA,NA,4.625,9.391304348,7.5,4.25,56.05555556,SoCal,19,10515,0.180694246
Yolo,2012,2.842105263,NA,NA,3.785714286,13.70217918,4.477987421,NA,NA,47.38377193,NorCal,42,3710,1.132075472
Yolo,2013,2.260869565,NA,NA,6.666666667,21.353902,4.920318725,NA,NA,51.00808625,NorCal,48,4115,1.166464156
Yolo,2014,1,NA,NA,1.2,25.59882583,6.472340426,NA,NA,134.0372578,NorCal,40,4644,0.861326443
Yolo,2015,1,NA,NA,1,16.01772152,4.467741935,NA,NA,122.7034483,NorCal,46,5031,0.914331147
Yolo,2016,1.285714286,NA,NA,1,44.48989899,5.737642586,NA,NA,121.3645084,NorCal,31,4815,0.643821391
Yolo,2017,1.375,NA,NA,1,24.15196078,6.469879518,NA,NA,131.2449704,NorCal,44,4904,0.897226754
Yolo,2018,3.071428571,NA,NA,1.5,27.33677686,5.706382979,NA,NA,120.1263318,NorCal,52,5869,0.886011246
Yolo,2019,1.666666667,NA,NA,1.25,23.17048346,3.951219512,NA,NA,80.25851393,NorCal,46,6698,0.686772171
Yolo,2020,3.304166667,NA,NA,1,19.54264706,5.176470588,NA,NA,104.487069,NorCal,40,7691,0.520088415
Yolo,2021,1.666666667,NA,NA,1,47.048,4.39380531,NA,NA,102.680203,NorCal,34,2336,1.455479452
Yuba,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NorCal,63,2620,2.404580153
Yuba,2013,NA,NA,NA,NA,1,NA,NA,NA,24,NorCal,14,1238,1.13085622
Yuba,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NorCal,62,1963,3.158430973
Yuba,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NorCal,49,1885,2.599469496
Yuba,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NorCal,41,2003,2.046929606
Yuba,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NorCal,33,1777,1.857062465
Yuba,2018,NA,NA,NA,2,3.375,4,NA,NA,85.51851852,NorCal,24,1662,1.444043321
Yuba,2019,1,NA,NA,1,3.035714286,1.6,NA,NA,124.0479452,NorCal,23,1699,1.353737493
Yuba,2020,NA,NA,NA,21.1,15.92857143,1.888888889,NA,NA,67.375,NorCal,40,1763,2.268859898
Yuba,2021,NA,NA,NA,NA,17.45454545,1.25,NA,NA,75.5,NorCal,8,451,1.77383592